EmployeeID,Age,AgeGroup,Gender,MaritalStatus,Department,JobRole,Region,EducationLevel,EducationField,MonthlyIncome,PercentSalaryHike,StockOptionLevel,YearsAtCompany,YearsWithCurrManager,NumCompaniesWorked,TrainingTimesLastYear,BusinessTravel,DistanceFromHome,OverTime,JobSatisfaction,WorkLifeBalance,EnvironmentSatisfaction,RelationshipSatisfaction,JobInvolvement,PerformanceRating,StandardHours,EmployeeCount,Over18,Attrition
EMP1534,36,31-45,Female,Married,Research & Development,Laboratory Technician,North,1,Life Sciences,7459,13,1,5,3,1,1,Travel_Frequently,1,No,4,3,3,4,3,3,80,1,Y,No
EMP1535,27,18-30,Female,Divorced,Research & Development,Laboratory Technician,West,3,Technical Degree,8066,20,0,22,1,2,2,Travel_Rarely,1,No,4,3,4,2,3,4,80,1,Y,No
EMP1536,30,18-30,Female,Married,Human Resources,Manager,East,4,Other,7429,16,1,0,1,0,2,Travel_Rarely,6,Yes,4,2,2,1,3,3,80,1,Y,No
EMP1537,45,31-45,Male,Married,Research & Development,Manufacturing Director,East,4,Human Resources,10193,14,0,9,7,3,2,Travel_Rarely,13,No,4,3,1,3,4,3,80,1,Y,No
EMP1538,38,31-45,Female,Married,Sales,Sales Representative,North,3,Technical Degree,8453,14,0,0,5,6,4,Travel_Rarely,2,No,2,3,1,4,3,3,80,1,Y,No
EMP1539,34,31-45,Male,Married,Research & Development,Healthcare Representative,South,4,Life Sciences,10336,21,2,3,1,1,2,Travel_Rarely,1,No,2,2,4,3,4,3,80,1,Y,No
EMP1540,30,18-30,Female,Divorced,Sales,Sales Executive,South,1,Life Sciences,6030,23,0,6,2,1,2,Travel_Rarely,7,No,3,3,3,1,3,3,80,1,Y,No
EMP1541,31,31-45,Male,Divorced,Human Resources,Manager,North,3,Marketing,8699,25,0,9,4,0,1,Non-Travel,10,No,1,1,4,3,1,3,80,1,Y,No
EMP1542,27,18-30,Female,Single,Research & Development,Laboratory Technician,East,3,Life Sciences,6027,25,0,0,6,6,5,Travel_Rarely,2,Yes,4,3,4,3,3,3,80,1,Y,Yes
EMP1543,48,46+,Male,Married,Sales,Sales Executive,West,2,Life Sciences,7493,20,2,2,4,0,2,Travel_Rarely,12,No,1,3,4,4,2,3,80,1,Y,No
EMP1544,33,31-45,Male,Married,Research & Development,Research Scientist,East,4,Marketing,7901,20,1,5,3,9,2,Travel_Rarely,27,No,2,3,2,3,3,3,80,1,Y,No
EMP1545,49,46+,Male,Married,Research & Development,Laboratory Technician,East,2,Life Sciences,7268,23,3,5,12,2,2,Travel_Rarely,1,No,3,3,1,1,3,3,80,1,Y,No
EMP1546,52,46+,Female,Divorced,Research & Development,Manufacturing Director,North,3,Human Resources,6327,15,1,7,5,2,2,Travel_Rarely,6,No,3,1,4,3,2,3,80,1,Y,No
EMP1547,42,31-45,Female,Married,Sales,Sales Executive,South,3,Technical Degree,8703,25,1,2,0,0,3,Travel_Rarely,1,No,3,2,4,2,3,4,80,1,Y,No
EMP1548,32,31-45,Female,Single,Research & Development,Manufacturing Director,North,3,Technical Degree,6444,21,1,5,3,3,0,Travel_Frequently,2,No,3,2,3,4,3,4,80,1,Y,No
EMP1549,41,31-45,Male,Married,Research & Development,Laboratory Technician,East,3,Marketing,7799,17,1,1,2,3,3,Travel_Rarely,1,No,2,4,4,3,3,3,80,1,Y,No
EMP1550,36,31-45,Male,Married,Research & Development,Healthcare Representative,West,1,Human Resources,8981,21,0,1,6,3,3,Travel_Rarely,4,No,2,1,2,3,3,3,80,1,Y,No
EMP1551,27,18-30,Female,Married,Research & Development,Healthcare Representative,East,4,Technical Degree,8246,24,1,6,0,2,1,Travel_Rarely,15,No,4,2,1,2,1,3,80,1,Y,No
EMP1552,40,31-45,Female,Single,Research & Development,Research Scientist,North,3,Medical,10288,14,1,8,2,2,1,Travel_Rarely,7,No,2,4,3,2,2,3,80,1,Y,Yes
EMP1553,25,18-30,Female,Single,Research & Development,Healthcare Representative,South,3,Life Sciences,7144,18,1,0,1,2,3,Travel_Rarely,2,No,2,3,4,3,3,3,80,1,Y,Yes
EMP1554,48,46+,Female,Married,Research & Development,Healthcare Representative,East,5,Human Resources,10306,22,0,0,0,2,2,Non-Travel,1,No,3,3,3,2,3,3,80,1,Y,No
EMP1555,30,18-30,Female,Married,Human Resources,Manager,South,4,Technical Degree,6511,23,1,5,1,2,2,Travel_Frequently,7,Yes,1,1,3,4,3,3,80,1,Y,No
EMP1556,39,31-45,Male,Married,Research & Development,Healthcare Representative,West,1,Medical,6301,19,1,2,4,4,0,Travel_Rarely,1,No,3,3,1,3,2,3,80,1,Y,No
EMP1557,36,31-45,Female,Married,Sales,Sales Representative,West,4,Life Sciences,8242,19,0,3,1,1,3,Travel_Rarely,3,No,3,2,2,2,3,3,80,1,Y,Yes
EMP1558,31,31-45,Female,Divorced,Sales,Manager,East,1,Medical,5456,19,3,3,3,2,4,Travel_Rarely,6,No,4,3,4,2,4,4,80,1,Y,No
EMP1559,42,31-45,Female,Divorced,Research & Development,Laboratory Technician,South,1,Life Sciences,8333,12,1,1,3,2,3,Travel_Frequently,21,No,4,4,1,3,3,3,80,1,Y,No
EMP1560,32,31-45,Female,Married,Research & Development,Laboratory Technician,North,3,Human Resources,6875,13,0,0,3,0,2,Travel_Rarely,1,Yes,1,3,4,1,3,3,80,1,Y,No
EMP1561,45,31-45,Male,Single,Research & Development,Research Scientist,North,5,Other,9189,15,1,13,3,3,2,Non-Travel,9,Yes,3,2,4,3,2,3,80,1,Y,No
EMP1562,21,18-30,Male,Single,Sales,Sales Representative,South,2,Life Sciences,5465,22,1,8,0,1,2,Travel_Rarely,1,No,1,3,4,3,3,3,80,1,Y,No
EMP1563,35,31-45,Male,Married,Sales,Sales Representative,South,3,Medical,8392,11,2,8,0,0,1,Travel_Rarely,8,Yes,1,3,4,2,4,3,80,1,Y,No
EMP1564,51,46+,Male,Divorced,Sales,Sales Representative,East,2,Life Sciences,7470,14,1,5,6,7,4,Travel_Rarely,7,No,3,3,3,4,3,4,80,1,Y,No
EMP1565,26,18-30,Female,Married,Research & Development,Research Scientist,East,4,Marketing,8904,21,0,8,2,2,3,Travel_Rarely,15,Yes,2,3,3,3,3,3,80,1,Y,No
EMP1566,30,18-30,Female,Married,Research & Development,Manufacturing Director,North,3,Life Sciences,6314,24,0,19,4,2,3,Travel_Rarely,6,No,3,3,2,4,4,3,80,1,Y,No
EMP1567,42,31-45,Male,Married,Research & Development,Manufacturing Director,South,3,Marketing,8683,24,0,7,3,6,2,Travel_Rarely,3,No,4,3,3,3,2,3,80,1,Y,No
EMP1568,38,31-45,Male,Married,Research & Development,Laboratory Technician,North,2,Life Sciences,6814,15,0,2,0,1,4,Travel_Rarely,2,No,4,4,3,3,3,3,80,1,Y,No
EMP1569,38,31-45,Female,Divorced,Human Resources,Human Resources,North,4,Life Sciences,8778,19,1,5,6,6,4,Travel_Frequently,1,Yes,4,3,2,2,2,3,80,1,Y,No
EMP1570,41,31-45,Female,Divorced,Research & Development,Healthcare Representative,West,5,Life Sciences,8097,18,0,4,0,1,2,Travel_Rarely,6,No,1,2,4,3,3,3,80,1,Y,No
EMP1571,43,31-45,Male,Divorced,Research & Development,Healthcare Representative,North,3,Life Sciences,7579,11,0,5,11,3,1,Travel_Rarely,19,Yes,2,3,3,1,2,4,80,1,Y,No
EMP1572,48,46+,Female,Married,Research & Development,Laboratory Technician,South,3,Medical,7332,24,1,5,0,4,2,Travel_Frequently,6,Yes,2,2,2,3,4,3,80,1,Y,Yes
EMP1573,41,31-45,Male,Married,Research & Development,Manufacturing Director,North,4,Life Sciences,8803,23,0,13,2,7,1,Travel_Rarely,12,No,2,3,1,2,3,3,80,1,Y,No
EMP1574,34,31-45,Male,Single,Research & Development,Research Scientist,West,1,Medical,7629,22,0,7,0,3,4,Travel_Rarely,3,No,1,2,2,3,2,4,80,1,Y,No
EMP1575,43,31-45,Male,Single,Research & Development,Manufacturing Director,East,4,Human Resources,9419,13,1,1,9,2,2,Travel_Rarely,5,Yes,1,3,3,2,3,3,80,1,Y,Yes
EMP1576,52,46+,Male,Single,Human Resources,Manager,North,4,Technical Degree,8386,24,0,0,15,3,2,Travel_Rarely,3,No,3,3,4,3,3,3,80,1,Y,Yes
EMP1577,32,31-45,Male,Divorced,Sales,Manager,South,1,Human Resources,5267,24,1,3,0,1,3,Travel_Rarely,1,Yes,4,2,3,3,2,3,80,1,Y,No
EMP1578,26,18-30,Female,Single,Human Resources,Manager,East,3,Human Resources,5745,13,1,0,1,4,2,Travel_Frequently,4,No,4,3,1,3,2,3,80,1,Y,No
EMP1579,48,46+,Female,Single,Research & Development,Research Scientist,West,2,Life Sciences,8151,21,2,2,0,1,1,Travel_Rarely,13,Yes,3,3,2,4,3,3,80,1,Y,No
EMP1580,32,31-45,Male,Married,Sales,Sales Executive,North,3,Life Sciences,7163,16,0,3,6,3,6,Travel_Rarely,4,No,3,3,2,4,2,3,80,1,Y,No
EMP1581,18,18-30,Male,Married,Research & Development,Laboratory Technician,West,3,Medical,6660,14,0,3,1,4,1,Travel_Rarely,9,Yes,3,3,3,2,3,3,80,1,Y,No
EMP1582,42,31-45,Male,Divorced,Human Resources,Manager,West,2,Human Resources,9047,14,1,27,3,7,3,Travel_Rarely,12,No,3,3,2,3,3,3,80,1,Y,No
EMP1583,31,31-45,Female,Single,Research & Development,Manufacturing Director,West,3,Other,7527,11,0,2,0,2,3,Travel_Rarely,3,No,1,2,2,3,3,3,80,1,Y,No
EMP1584,36,31-45,Female,Divorced,Research & Development,Research Scientist,East,2,Life Sciences,7912,22,0,2,5,5,1,Travel_Frequently,14,No,4,3,2,4,3,3,80,1,Y,No
EMP1585,40,31-45,Male,Single,Research & Development,Research Scientist,East,3,Life Sciences,8285,20,0,0,3,1,4,Travel_Rarely,3,No,3,3,3,4,4,3,80,1,Y,No
EMP1586,35,31-45,Male,Divorced,Sales,Sales Representative,South,2,Life Sciences,6307,23,1,5,5,1,2,Travel_Rarely,2,No,1,3,3,2,3,3,80,1,Y,No
EMP1587,40,31-45,Female,Married,Sales,Manager,East,4,Marketing,8324,22,2,1,6,3,3,Travel_Rarely,2,No,1,3,4,4,3,4,80,1,Y,Yes
EMP1588,30,18-30,Male,Married,Sales,Manager,East,1,Medical,5395,21,3,6,0,3,3,Travel_Rarely,2,No,1,3,3,2,3,4,80,1,Y,No
EMP1589,38,31-45,Male,Single,Sales,Sales Representative,East,4,Life Sciences,7670,14,2,1,3,4,2,Travel_Rarely,12,No,3,3,3,4,1,3,80,1,Y,No
EMP1590,31,31-45,Female,Married,Sales,Sales Executive,South,3,Medical,8171,11,0,6,4,5,1,Travel_Rarely,19,No,4,3,1,2,2,4,80,1,Y,No
EMP1591,40,31-45,Male,Married,Sales,Sales Representative,East,3,Marketing,6917,25,1,12,2,1,3,Travel_Rarely,2,Yes,2,3,1,2,3,4,80,1,Y,No
EMP1592,43,31-45,Male,Single,Research & Development,Laboratory Technician,West,4,Marketing,9304,15,1,0,0,3,2,Travel_Rarely,1,No,2,1,3,4,3,3,80,1,Y,No
EMP1593,25,18-30,Male,Single,Sales,Sales Representative,North,3,Life Sciences,3322,23,2,3,6,1,1,Travel_Frequently,3,No,4,3,1,3,3,3,80,1,Y,No
EMP1594,47,46+,Male,Divorced,Research & Development,Laboratory Technician,West,3,Human Resources,8537,13,2,4,17,1,3,Travel_Rarely,9,Yes,2,3,3,4,4,3,80,1,Y,No
EMP1595,30,18-30,Female,Married,Human Resources,Manager,East,1,Medical,5009,23,3,10,13,0,3,Travel_Rarely,4,No,1,3,1,2,3,3,80,1,Y,No
EMP1596,45,31-45,Female,Divorced,Research & Development,Healthcare Representative,West,3,Technical Degree,8744,20,2,4,6,5,2,Travel_Rarely,7,No,2,2,2,3,4,3,80,1,Y,No
EMP1597,40,31-45,Female,Married,Research & Development,Research Scientist,South,2,Technical Degree,7516,15,1,5,2,3,1,Travel_Frequently,12,No,4,2,1,4,4,3,80,1,Y,No
EMP1598,50,46+,Female,Married,Sales,Sales Representative,South,1,Life Sciences,7669,24,1,10,1,1,2,Travel_Rarely,4,No,3,3,4,1,2,3,80,1,Y,No
EMP1599,31,31-45,Male,Single,Sales,Sales Executive,West,3,Life Sciences,6325,13,3,5,0,3,0,Travel_Rarely,29,No,3,2,2,2,4,3,80,1,Y,Yes
EMP1600,30,18-30,Female,Divorced,Sales,Sales Representative,North,1,Marketing,6363,15,1,3,2,2,2,Travel_Rarely,3,No,4,2,1,1,2,3,80,1,Y,No
EMP1601,33,31-45,Female,Married,Sales,Manager,West,2,Life Sciences,4482,14,2,0,0,6,4,Travel_Rarely,29,No,4,3,2,4,4,4,80,1,Y,Yes
EMP1602,31,31-45,Male,Single,Sales,Sales Executive,South,1,Technical Degree,6113,19,2,9,1,3,0,Travel_Rarely,2,Yes,1,3,3,4,3,3,80,1,Y,No
EMP1603,41,31-45,Male,Married,Sales,Manager,South,1,Marketing,5655,24,1,14,8,0,2,Travel_Rarely,1,No,4,3,4,3,3,3,80,1,Y,No
EMP1604,19,18-30,Female,Single,Sales,Sales Representative,South,2,Technical Degree,6821,16,0,24,13,9,3,Travel_Rarely,12,Yes,1,2,1,2,3,3,80,1,Y,No
EMP1605,24,18-30,Female,Divorced,Sales,Sales Representative,East,5,Life Sciences,5876,22,0,18,11,0,0,Non-Travel,10,Yes,3,2,4,1,3,3,80,1,Y,Yes
EMP1606,26,18-30,Male,Single,Research & Development,Laboratory Technician,South,1,Life Sciences,7474,25,0,11,0,4,0,Travel_Rarely,15,No,2,3,3,3,3,3,80,1,Y,Yes
EMP1607,42,31-45,Male,Single,Sales,Sales Executive,North,3,Medical,7646,24,1,7,9,2,3,Travel_Rarely,3,No,3,3,3,4,4,3,80,1,Y,No
EMP1608,54,46+,Female,Single,Research & Development,Manufacturing Director,South,2,Life Sciences,6725,20,1,10,0,1,3,Travel_Rarely,24,No,2,3,3,3,4,3,80,1,Y,No
EMP1609,35,31-45,Male,Single,Research & Development,Research Scientist,North,4,Marketing,7148,12,1,3,2,4,3,Travel_Rarely,1,No,4,2,4,3,3,4,80,1,Y,No
EMP1610,35,31-45,Female,Married,Research & Development,Healthcare Representative,West,1,Technical Degree,8017,11,1,6,4,1,3,Travel_Rarely,1,No,2,3,3,3,3,3,80,1,Y,No
EMP1611,34,31-45,Male,Married,Sales,Sales Executive,West,5,Medical,8769,11,3,3,2,6,2,Travel_Rarely,3,Yes,3,3,1,4,2,4,80,1,Y,No
EMP1612,48,46+,Female,Divorced,Research & Development,Healthcare Representative,South,3,Marketing,7280,11,0,2,12,1,4,Travel_Rarely,14,No,2,2,3,3,3,3,80,1,Y,No
EMP1613,27,18-30,Male,Married,Research & Development,Laboratory Technician,East,1,Life Sciences,8235,19,2,9,1,2,0,Travel_Frequently,10,No,4,3,1,4,3,3,80,1,Y,No
EMP1614,36,31-45,Male,Married,Sales,Manager,South,4,Life Sciences,7550,15,0,4,2,4,2,Non-Travel,5,No,4,3,4,1,3,3,80,1,Y,No
EMP1615,43,31-45,Male,Married,Human Resources,Manager,East,3,Other,8501,24,1,1,0,0,2,Travel_Rarely,2,No,2,2,2,4,3,3,80,1,Y,No
EMP1616,39,31-45,Male,Divorced,Human Resources,Human Resources,West,2,Other,5265,14,1,1,7,2,1,Non-Travel,1,No,4,1,3,3,3,3,80,1,Y,No
EMP1617,35,31-45,Female,Married,Sales,Sales Representative,West,4,Medical,6952,20,1,13,2,7,2,Travel_Frequently,3,No,2,3,2,3,2,3,80,1,Y,No
EMP1618,43,31-45,Male,Single,Sales,Manager,South,4,Human Resources,8639,15,1,7,4,4,2,Travel_Rarely,5,No,3,1,1,3,2,3,80,1,Y,No
EMP1619,18,18-30,Male,Married,Research & Development,Laboratory Technician,West,3,Medical,6064,19,0,5,4,2,2,Non-Travel,10,Yes,4,2,3,1,3,3,80,1,Y,No
EMP1620,43,31-45,Male,Single,Research & Development,Manufacturing Director,North,3,Life Sciences,4935,13,0,3,4,4,2,Travel_Rarely,9,Yes,1,3,3,1,3,3,80,1,Y,No
EMP1621,28,18-30,Female,Single,Sales,Manager,West,4,Life Sciences,6711,13,0,3,2,8,3,Travel_Rarely,26,No,4,1,3,4,3,3,80,1,Y,No
EMP1622,18,18-30,Female,Married,Sales,Sales Representative,North,3,Human Resources,3382,22,0,0,1,1,3,Travel_Rarely,1,No,2,3,1,2,1,4,80,1,Y,No
EMP1623,42,31-45,Male,Divorced,Research & Development,Healthcare Representative,East,4,Life Sciences,7475,12,1,4,3,3,2,Travel_Rarely,3,No,1,2,4,4,3,3,80,1,Y,No
EMP1624,50,46+,Female,Married,Research & Development,Research Scientist,East,3,Medical,7316,18,1,11,13,1,2,Travel_Rarely,5,No,4,3,1,3,3,3,80,1,Y,No
EMP1625,35,31-45,Female,Married,Research & Development,Healthcare Representative,East,2,Medical,8759,17,2,3,7,6,2,Travel_Rarely,9,No,4,3,3,3,3,3,80,1,Y,No
EMP1626,46,46+,Female,Single,Research & Development,Healthcare Representative,North,4,Marketing,10815,12,2,3,0,4,1,Travel_Rarely,6,No,1,3,3,4,1,3,80,1,Y,Yes
EMP1627,53,46+,Male,Married,Research & Development,Laboratory Technician,West,1,Medical,8849,14,0,0,0,5,3,Travel_Frequently,21,No,1,3,3,4,3,3,80,1,Y,No
EMP1628,50,46+,Female,Married,Research & Development,Research Scientist,North,2,Life Sciences,8323,17,0,4,2,8,0,Travel_Frequently,8,No,4,1,1,3,2,4,80,1,Y,No
EMP1629,48,46+,Male,Married,Sales,Sales Executive,East,3,Life Sciences,8174,11,1,0,5,1,1,Travel_Rarely,1,No,1,3,4,1,1,3,80,1,Y,No
EMP1630,40,31-45,Male,Single,Sales,Sales Representative,North,3,Medical,8858,11,1,5,1,0,1,Travel_Frequently,1,No,4,2,2,4,4,3,80,1,Y,No
EMP1631,37,31-45,Male,Married,Research & Development,Research Scientist,South,1,Marketing,4779,18,1,4,4,1,4,Travel_Rarely,12,No,4,1,1,4,2,3,80,1,Y,No
EMP1632,20,18-30,Male,Divorced,Human Resources,Manager,East,4,Medical,4709,16,1,12,10,2,0,Travel_Frequently,11,No,2,3,3,4,3,3,80,1,Y,No
EMP1633,34,31-45,Male,Married,Research & Development,Research Scientist,South,3,Marketing,8924,12,1,6,2,3,3,Travel_Rarely,1,No,2,3,1,4,4,3,80,1,Y,No
EMP1634,28,18-30,Female,Single,Research & Development,Laboratory Technician,North,3,Life Sciences,8694,20,2,2,1,5,0,Travel_Rarely,1,Yes,3,3,2,2,3,4,80,1,Y,No
EMP1635,53,46+,Male,Single,Sales,Sales Representative,North,4,Human Resources,9647,20,3,5,9,2,3,Travel_Frequently,7,No,2,1,4,4,3,3,80,1,Y,No
EMP1636,35,31-45,Male,Single,Research & Development,Laboratory Technician,South,3,Medical,6546,25,2,8,2,2,4,Travel_Frequently,9,No,4,3,4,1,3,4,80,1,Y,No
EMP1637,38,31-45,Male,Single,Research & Development,Research Scientist,East,1,Life Sciences,8427,11,1,0,2,5,2,Non-Travel,1,Yes,4,1,3,2,3,3,80,1,Y,No
EMP1638,38,31-45,Male,Divorced,Sales,Manager,West,2,Medical,8573,13,2,6,1,1,3,Travel_Rarely,5,No,3,3,2,1,3,3,80,1,Y,No
EMP1639,34,31-45,Male,Married,Sales,Sales Executive,North,5,Technical Degree,8681,22,0,17,2,1,3,Travel_Frequently,3,Yes,3,3,2,1,2,3,80,1,Y,No
EMP1640,53,46+,Male,Married,Research & Development,Manufacturing Director,South,1,Human Resources,5447,14,2,2,4,3,3,Travel_Rarely,24,No,2,3,3,3,3,3,80,1,Y,No
EMP1641,28,18-30,Male,Divorced,Sales,Sales Representative,North,3,Life Sciences,6689,23,0,6,2,2,3,Travel_Frequently,2,No,3,3,3,1,3,3,80,1,Y,No
EMP1642,38,31-45,Male,Single,Research & Development,Healthcare Representative,North,3,Marketing,8742,15,1,12,1,8,1,Travel_Rarely,11,Yes,3,4,2,2,2,4,80,1,Y,No
EMP1643,27,18-30,Male,Married,Sales,Manager,East,3,Life Sciences,5841,21,0,5,5,2,2,Travel_Frequently,6,No,3,3,4,2,3,3,80,1,Y,Yes
EMP1644,23,18-30,Male,Single,Research & Development,Laboratory Technician,East,1,Life Sciences,6264,20,0,8,0,5,5,Travel_Rarely,1,No,1,3,2,3,3,3,80,1,Y,No
EMP1645,28,18-30,Female,Single,Sales,Sales Representative,North,3,Medical,5923,13,0,2,0,3,2,Travel_Rarely,6,Yes,4,3,2,3,1,3,80,1,Y,No
EMP1646,34,31-45,Female,Single,Human Resources,Human Resources,North,3,Marketing,5686,25,0,2,4,0,5,Travel_Rarely,1,No,2,3,1,3,1,4,80,1,Y,Yes
EMP1647,32,31-45,Female,Divorced,Research & Development,Healthcare Representative,North,5,Technical Degree,10172,25,0,7,8,0,2,Travel_Frequently,9,Yes,4,3,3,4,3,4,80,1,Y,No
EMP1648,30,18-30,Male,Married,Research & Development,Laboratory Technician,West,2,Life Sciences,7258,23,0,8,1,1,2,Travel_Rarely,7,No,4,3,2,3,3,3,80,1,Y,No
EMP1649,22,18-30,Male,Single,Research & Development,Manufacturing Director,West,3,Life Sciences,5432,24,2,19,0,1,3,Travel_Rarely,1,Yes,3,1,2,2,3,3,80,1,Y,No
EMP1650,36,31-45,Female,Married,Research & Development,Healthcare Representative,North,3,Medical,6228,15,2,1,4,2,3,Travel_Rarely,2,Yes,2,2,2,4,3,3,80,1,Y,No
EMP1651,20,18-30,Male,Single,Sales,Sales Representative,North,3,Life Sciences,4866,22,1,4,3,3,2,Travel_Rarely,13,No,3,4,4,1,3,3,80,1,Y,Yes
EMP1652,44,31-45,Male,Single,Research & Development,Research Scientist,West,3,Life Sciences,7493,17,2,2,2,3,0,Travel_Frequently,2,No,1,4,3,2,3,3,80,1,Y,No
EMP1653,37,31-45,Male,Married,Research & Development,Research Scientist,West,2,Life Sciences,7735,21,1,0,0,3,3,Travel_Rarely,6,Yes,4,1,1,3,2,3,80,1,Y,No
EMP1654,22,18-30,Male,Single,Research & Development,Laboratory Technician,South,2,Medical,6942,19,2,3,0,1,5,Travel_Rarely,3,No,1,2,4,4,3,4,80,1,Y,No
EMP1655,33,31-45,Male,Divorced,Research & Development,Healthcare Representative,North,4,Life Sciences,8621,15,1,3,6,3,3,Travel_Rarely,22,No,2,4,2,4,2,3,80,1,Y,No
EMP1656,27,18-30,Female,Married,Sales,Sales Representative,North,3,Medical,5559,14,1,2,2,2,1,Travel_Rarely,6,No,1,3,3,1,2,3,80,1,Y,No
EMP1657,36,31-45,Male,Single,Sales,Manager,East,3,Life Sciences,8284,20,2,2,7,7,2,Travel_Frequently,10,No,4,3,3,4,3,3,80,1,Y,No
EMP1658,50,46+,Female,Single,Research & Development,Research Scientist,South,2,Life Sciences,10073,21,0,3,3,7,4,Non-Travel,1,No,3,2,3,4,3,3,80,1,Y,No
EMP1659,18,18-30,Male,Married,Research & Development,Manufacturing Director,North,2,Marketing,5728,23,0,31,3,5,0,Travel_Frequently,1,No,3,3,1,2,4,4,80,1,Y,No
EMP1660,38,31-45,Male,Married,Research & Development,Laboratory Technician,East,1,Life Sciences,6001,19,1,10,10,4,2,Travel_Frequently,2,No,3,2,4,1,3,3,80,1,Y,No
EMP1661,35,31-45,Female,Married,Research & Development,Laboratory Technician,North,1,Medical,7120,18,0,0,0,1,1,Non-Travel,3,No,4,2,3,4,3,3,80,1,Y,No
EMP1662,41,31-45,Female,Divorced,Human Resources,Manager,West,3,Life Sciences,9872,15,1,14,3,0,2,Travel_Frequently,10,Yes,1,2,4,2,3,3,80,1,Y,No
EMP1663,39,31-45,Male,Divorced,Research & Development,Healthcare Representative,South,4,Life Sciences,7250,19,0,7,0,6,2,Travel_Rarely,7,Yes,3,3,3,1,3,3,80,1,Y,No
EMP1664,27,18-30,Male,Married,Sales,Manager,North,2,Life Sciences,5428,21,1,15,1,2,1,Travel_Rarely,4,No,3,3,4,2,3,3,80,1,Y,Yes
EMP1665,31,31-45,Female,Divorced,Sales,Sales Representative,East,3,Life Sciences,6848,24,3,2,0,2,3,Non-Travel,9,Yes,1,3,3,1,3,3,80,1,Y,No
EMP1666,26,18-30,Male,Single,Sales,Sales Executive,South,1,Medical,6229,19,0,4,0,6,2,Travel_Frequently,1,No,2,3,1,2,3,4,80,1,Y,Yes
EMP1667,43,31-45,Male,Single,Sales,Manager,West,3,Human Resources,5357,11,0,15,10,3,2,Travel_Rarely,1,No,2,3,4,2,3,3,80,1,Y,Yes
EMP1668,34,31-45,Female,Divorced,Sales,Sales Executive,East,1,Life Sciences,7787,22,0,2,3,1,2,Travel_Frequently,17,No,1,3,4,2,2,3,80,1,Y,No
EMP1669,51,46+,Male,Married,Sales,Sales Executive,South,4,Medical,10330,16,1,17,8,1,4,Travel_Rarely,7,No,2,3,4,4,3,3,80,1,Y,No
EMP1670,33,31-45,Male,Married,Sales,Sales Executive,East,3,Marketing,6430,21,0,12,2,0,3,Travel_Rarely,9,No,1,4,2,2,3,3,80,1,Y,No
EMP1671,27,18-30,Male,Married,Sales,Manager,South,5,Medical,10507,15,0,27,3,4,1,Travel_Rarely,3,Yes,3,3,3,3,2,3,80,1,Y,No
EMP1672,21,18-30,Male,Married,Human Resources,Manager,West,4,Technical Degree,7553,16,0,2,0,3,0,Travel_Rarely,4,No,2,3,4,4,2,3,80,1,Y,Yes
EMP1673,18,18-30,Female,Single,Sales,Sales Executive,South,3,Life Sciences,7149,20,0,1,2,8,2,Travel_Rarely,1,No,2,3,4,4,4,3,80,1,Y,No
EMP1674,21,18-30,Male,Married,Research & Development,Research Scientist,East,3,Human Resources,8105,13,0,2,3,4,4,Travel_Frequently,17,Yes,4,3,1,2,4,3,80,1,Y,Yes
EMP1675,39,31-45,Female,Divorced,Research & Development,Research Scientist,North,2,Life Sciences,9110,24,1,21,0,1,2,Travel_Rarely,8,No,3,3,3,2,1,3,80,1,Y,No
EMP1676,39,31-45,Male,Single,Human Resources,Manager,South,3,Life Sciences,7093,13,0,2,6,1,2,Travel_Frequently,1,No,2,1,3,3,3,3,80,1,Y,No
EMP1677,19,18-30,Male,Married,Sales,Sales Representative,West,4,Technical Degree,6074,20,1,5,1,3,3,Travel_Frequently,14,No,3,3,1,4,3,3,80,1,Y,No
EMP1678,45,31-45,Male,Married,Research & Development,Manufacturing Director,West,1,Medical,6667,15,0,3,2,7,3,Travel_Rarely,5,Yes,2,3,4,1,4,4,80,1,Y,Yes
EMP1679,30,18-30,Female,Single,Human Resources,Manager,North,4,Medical,6107,17,0,3,3,1,2,Travel_Rarely,13,No,1,2,3,3,4,3,80,1,Y,No
EMP1680,38,31-45,Female,Single,Research & Development,Healthcare Representative,North,3,Marketing,7666,14,0,1,17,6,1,Travel_Frequently,1,No,1,3,3,4,3,3,80,1,Y,No
EMP1681,53,46+,Male,Single,Research & Development,Manufacturing Director,West,4,Medical,9718,16,1,5,0,2,1,Travel_Rarely,1,No,4,3,4,3,2,3,80,1,Y,No
EMP1682,42,31-45,Male,Married,Sales,Manager,West,5,Life Sciences,10377,15,1,13,3,1,2,Travel_Rarely,1,No,4,3,1,4,3,3,80,1,Y,No
EMP1683,31,31-45,Male,Married,Sales,Manager,North,3,Medical,4257,12,2,0,3,7,1,Non-Travel,2,No,4,3,4,3,3,3,80,1,Y,No
EMP1684,28,18-30,Female,Divorced,Research & Development,Manufacturing Director,South,3,Life Sciences,8853,23,0,15,0,0,5,Travel_Frequently,12,No,4,3,4,2,4,3,80,1,Y,No
EMP1685,18,18-30,Male,Single,Human Resources,Human Resources,South,3,Technical Degree,4225,21,0,7,4,4,0,Travel_Rarely,11,No,4,1,4,3,3,3,80,1,Y,Yes
